"rownames(pathway)"	"Kruskal_test"	"Dunn_AD-AP"	"Dunn_AD-CON"	"Dunn_AP-CON"	"AD_mean"	"AD_SD"	"AP_mean"	"AP_SD"	"CON_mean"	"CON_SD"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"superpathway of L-tyrosine biosynthesis"	0.0422672514549253	0.479244551012931	0.197962116588441	1	763.019457977485	444.703099880039	232.641597997242	138.659201761552	591.333064633514	730.956740786767	724.038189158474	1645.78972862106	604.681653258784	666.566408457891	459.358368333229	477.682400035469	441.157999577194	136.250254500147	59.6469339349383	323.191848547021	168.839462341783	266.763089082369	195.393859484808	125.333521779903	850.156321396402	1975.95662402762	263.887981852581	137.270079259763
"superpathway of sulfolactate degradation"	0.993812576671305	1	1	1	40.8639885501194	57.6655664685502	28.1174693327584	31.1465231165103	33.6352787375793	41.3436263015141	0	0	66.1033310338809	146.869804433219	6.44559383247605	25.7652020011408	0	37.003765943991	31.554986600286	0	16.7978975007658	83.3481659515078	36.8517480236016	0	96.0911592752787	0	0	68.8687651265955
"queuosine biosynthesis"	0.737791830067178	1	1	1	2978.60440569367	1315.27109544616	3296.7957261068	751.135474687484	3322.13555950298	962.761792229573	3239.79237116802	3279.03552342229	5348.89515760666	2071.69782154592	1974.33013038358	1957.87543003555	2620.87263513913	3144.00594556945	4329.09824483655	4138.68523265223	2873.72059333019	2674.39170511322	3087.95621717646	3237.50314224182	3408.44188371265	2908.89644893002	2198.31498687456	5091.70067808239
"preQ0 biosynthesis"	0.312315092148051	1	1	0.390026848402681	2048.56232085319	842.660118969734	2214.52705791756	574.478001162855	1729.25587465271	425.443402975406	2013.96622796377	2448.95198251834	3543.20403316536	1456.21179378375	1417.61372057609	1411.42616711182	1782.83101918438	2081.92778963608	2952.16932255948	2914.26319020061	1652.8914944374	1903.07953148739	1572.96888420067	1753.54220203294	2003.9605484612	1437.7705136401	1208.45721940815	2398.83588017323
"ubiquinol-8 biosynthesis (prokaryotic)"	0.531404697967549	1	1	1	59.0585303416558	56.4324385455611	30.8236795099552	33.2298083814752	58.5507845529395	48.4285544581433	25.6892689325843	24.8155293898164	83.4129172395624	160.377274101504	6.65232168328808	53.40387070318	0	41.9038890457779	32.3184642897875	0	21.5083591291652	89.2113645950003	78.7228097765625	15.7528828815458	138.516953147217	11.6350361621947	32.868506294258	73.8085190558593
"starch degradation V"	0.675830573346204	0.838456104753379	0.0601880216948426	0.640832680884436	8269.62810492736	4441.54564242672	6278.1015267475	2424.519265055	6726.3117540675	2754.47128119665	12734.1753115803	13165.5483941209	10836.4675187517	4624.92023881186	4658.01611669763	3598.6410496018	4098.72951161792	5961.20247554089	10593.1941528026	6278.07176386709	3907.99436807105	6829.41688858546	9392.51427493188	4292.53872748258	7804.60690657948	6377.32867610939	2842.74423615793	9648.13770314375
"CMP-legionaminate biosynthesis I"	0.014495483966466	1	1	0.702582914637643	187.890636029019	139.14987788243	466.127757543727	314.649224897537	130.529001436044	39.9877659847466	37.2933744449744	104.351293364324	433.605982724732	201.102512657921	231.607771283116	119.382881699045	313.012057035527	416.216355055801	1083.10209979874	450.104585313889	200.086497763163	334.244950295246	136.220855571631	179.175016754611	114.797649110576	111.488116241694	71.7827429790357	169.709627958717
"isopropanol biosynthesis"	0.36787944117144	1	0.66201408575954	0.66201408575954	0	0	0	0	1.55560845297112	3.81044694933957	0	0	0	0	0	0	0	0	0	0	0	0	9.33365071782672	0	0	0	0	0
"thiazole biosynthesis II (Bacillus)"	0.312315092148051	1	1	1	188.862781608201	95.2990172294358	165.231845711672	99.7421619087238	321.774994001354	213.901653886384	151.912449294699	168.456721036692	267.066434911517	328.221819296126	57.4858707142863	160.033394395883	73.2845936043687	157.22644334458	259.012300199198	122.845965037077	68.1563835491385	310.865388535673	338.254979480455	100.147612345398	648.693326447327	264.136300058492	106.508144026911	472.909601649542
"thiazole biosynthesis I (E. coli)"	0.796068393426591	1	1	1	3068.46229828717	1328.88250970503	3319.28831442405	1099.03694515679	3250.33408713101	894.308297514014	3064.82214099937	4037.18937853758	5221.04395938625	1959.37646276069	2135.99254027144	1992.34930776771	2823.70918155509	2645.99283993741	4836.65156012021	4616.77445124139	2498.24853405684	2494.35331963338	3267.26103185397	2781.7960977005	3800.91928337726	2907.23211867549	2082.3475951331	4662.44839604572
"superpathway of thiamin diphosphate biosynthesis II"	0.459425824035926	1	0.9126931589997	1	749.744903303663	307.294957182301	703.787732058906	379.320662625971	1146.50963301281	651.737265755645	683.56009899557	738.680015503294	1135.83537259206	1023.29725743434	265.986045311086	651.110629985629	338.210331145212	680.589787394832	1118.29816689067	569.884247724305	316.489668837032	1199.25419036138	1196.44155096948	450.402200798927	2054.25642918004	1010.57646758336	456.644314642137	1710.73683490295
"thiamin salvage II"	0.116927776412508	0.250696949500726	1	0.281045372025425	7279.97489712928	3021.70899667656	6253.85150489314	1829.36782339673	4320.03844812864	969.90370714263	10149.4422382567	8918.88684419654	10766.1164956816	4708.98917554731	3773.46413548881	5362.95049360481	5355.78238933873	4885.08099038161	9516.80087147513	6933.55483907472	6293.40220307534	4538.48773601334	4825.06202354422	3368.36865052983	5234.01210903788	4714.90271380644	2844.93855341988	4932.94663843358
"superpathway of glucose and xylose degradation"	0.0647745755483571	1	0.702582914637644	0.250696949500726	3209.74053041936	2713.9167453658	5099.22109591574	1652.38248438217	3520.20532305236	1088.1068443785	890.770917687134	558.762775983151	8150.85889049932	3157.59375379478	3269.83596148552	3230.62088306625	4305.90003057863	4284.62807542471	7037.47119172804	7351.62263672078	3496.78439493315	4118.92024610917	2127.76084156902	3954.05189268269	3984.36574990523	3294.97928716834	2601.82963100849	5158.24453598043
"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"	0.317842649864242	0.479244551012931	1	0.702582914637644	3497.21547086076	1754.10440045292	4409.52203345832	1512.15507003919	3347.05836977362	1042.86739023907	2878.03752413655	3305.35473331359	7017.61156135958	2352.22451756288	2849.94934757512	2580.11514121682	3291.14106591626	3928.54388799585	6628.52770978381	5850.47320611285	2735.95384941374	4022.4924815274	2663.95573504986	3039.50910525508	4361.57278942047	3097.22614327444	2089.01087357774	4831.07557206413
"glycerol degradation to butanol"	0.982609137827942	1	1	1	2033.14861147016	1518.04918292426	1826.81478986547	1471.77057102728	2053.23746723943	1405.99645511872	4485.74101339667	2867.33352959148	2157.37897864688	737.36488474529	1638.75521855272	312.318043887895	755.066724572685	1823.89691273994	4496.51725707209	1420.31180419182	315.20710448862	2149.88893612768	3359.45563958898	681.049752540052	3599.54547094685	1659.04575653726	253.43974031581	2766.88844350759
"L-1,2-propanediol degradation"	0.0380442300302711	1	0.197962116588441	0.838456104753379	2425.6275155448	1831.18485427149	3037.08667288302	1036.43386202229	1073.52874353555	838.052169524757	2669.27526835493	2673.07100131031	5763.08416384874	745.026080378178	918.224766256982	1785.08381311968	3703.75599911621	2490.80564570997	3978.43496797389	2900.10664623317	3858.37838286192	1291.03839540294	262.528527514103	0	1764.95070812918	2112.05969799315	1408.60944018128	893.024087395611
"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"	0.423310586293175	0.583097732409328	0.768434899810579	0.0448830530255271	111.573747050707	121.18221073681	56.2189988860432	55.9565019645572	50.7657546242716	35.6449977377999	136.089349418475	346.129248582347	50.4899445090765	53.4006940417677	63.1025260190124	20.2307197335653	104.304264636005	144.538297529792	44.5461660241264	24.9485156878	3.94046300075806	15.0362864377784	97.2181903205232	45.7673526149341	88.5191494403375	22.428682098976	7.33319549555651	43.3279577753024
"pyruvate fermentation to isobutanol (engineered)"	0.796068393426591	0.583097732409327	1	0.223058716105691	11190.5998484349	6370.31800273467	9084.87207872922	4181.82419226853	9017.82752301823	3865.47618403494	18974.2992222803	17976.4523852723	13197.4756952371	5939.12923531769	6046.85302770057	5009.38952480112	5716.6579980225	7965.58586376607	16591.3626654219	9625.62314407222	4869.33842654432	9740.66437454831	12917.5575585939	6074.33949511654	10891.3882617323	7461.21894478202	3685.82083361832	13076.6400442663
"pyrimidine deoxyribonucleotides de novo biosynthesis I"	0.750849754662436	1	1	0.838456104753379	9912.28554292885	2714.85418813999	11013.645157912	2733.16545341372	13333.3129589108	6969.00410718174	8795.20595948421	10734.5740635095	14424.014299756	8390.77129765103	6487.94369385848	10641.203943314	9399.60536862981	10010.1251285422	11987.4684728898	10160.9527640369	16066.2843529731	8457.43486040042	8872.03196921936	21153.8543313729	6737.27268695941	10395.1480667827	9691.53338246046	23150.0373166697
"pyrimidine deoxyribonucleotides de novo biosynthesis II"	0.557219900998029	1	1	1	11279.8247100685	2970.80240152777	12393.8734478091	2301.97891129605	13560.6890982799	5534.55184067055	11018.2380184519	13342.5297093429	15674.2214542571	9388.02242250509	7171.62676597248	11084.3098898812	11247.9946372681	11668.0809842589	14023.7799806184	12011.034048236	15996.8817580672	9415.46927840624	9721.90399327274	19307.7491366857	8784.84084403976	11094.267548888	10647.6489988807	21807.7240679124
"superpathway of pyrimidine ribonucleosides salvage"	0.86398589943524	1	1	1	11125.8452817889	3292.91432092193	11486.2455832243	1754.72862892573	12469.3644497479	5032.55124240473	11450.9780375441	13477.7762368566	16176.8313686074	8736.52433034462	7210.12513227427	9702.83658510641	9724.49728161383	11033.3568573425	14157.1510224136	11497.0038859592	12808.9438034352	9696.5206485816	10605.8480668695	16771.475341705	8268.06802346062	10097.6908997754	8502.07825182613	20571.026114851
"pyrimidine deoxyribonucleotide phosphorylation"	0.750849754662436	1	1	1	9023.25948306373	2383.25450045216	9921.8806600732	2308.58690466674	12027.6637408325	6173.55318393389	8225.37674346302	9986.17832848597	12896.4223731773	7625.78245954579	5914.7931548537	9491.00383885654	8454.15330661643	9079.44021325378	10903.4046344643	9214.2777086181	14121.7249881992	7758.28310928739	8341.39633767364	18792.7532953333	6120.6653656346	9337.97104629296	8709.6633134963	20863.5330865641
"pyrimidine deoxyribonucleotides de novo biosynthesis IV"	0.249793175358675	1	0.795480364358341	0.171346791116646	550.051534242199	742.648788824135	351.848481710114	312.947901556519	154.470304065815	231.247563578115	2036.51299062269	281.660650117848	200.938240835606	521.748803844181	131.069367188913	128.379152843954	0	200.139521959999	748.96986786135	473.872048049053	52.3765203225007	635.732932067779	136.689385756578	0	195.435305054343	0	0	594.697133583969
"pyrimidine deoxyribonucleosides salvage"	0.853939665623534	0.991170146546383	1	1	6923.92237884934	3138.35195205868	6515.22705490486	2121.52873172906	5690.87479870638	1801.65243093266	9448.446132448	10256.0580920598	9616.91623931122	4227.73785634436	4238.78769206084	3755.58826087178	4757.88156856156	6659.16234331664	9986.83240726766	7375.89324540199	3950.27849546296	6361.31426941832	6652.00905053422	5284.80899450027	6918.58923413715	4683.75362640267	2821.24141425991	7784.84647240409
"superpathway of pyrimidine deoxyribonucleoside salvage"	0.796068393426591	0.314272469549192	1	0.432876166320316	8241.71844149268	2532.8602427334	8538.53677145906	1340.24605853125	8683.48311578056	3178.87527580542	8676.15859992914	10368.3130312899	11918.5313940507	6359.95443381037	5424.12972171969	6703.22346815629	7212.68624059822	8545.1199306599	10922.788362469	8936.39067121888	8201.12498514052	7413.11043866788	7641.32543511153	10875.2625277632	6620.14774231268	7328.14984523732	5577.27064603049	14058.7424982281
"superpathway of pyrimidine nucleobases salvage"	0.853939665623534	1	1	1	18736.9402579384	5341.52452972975	20142.3279577086	3024.82396908626	20568.5135724459	6544.33729643475	20667.6348427329	24563.9703621536	24416.221527697	15038.4905078945	11456.7437307063	16278.5805764465	19204.8366802531	19746.6275194868	23914.2528989241	20663.2939453206	22256.4732349022	15068.4834673652	15663.2161483532	26899.2907240469	16804.8866992214	16512.3705890163	16732.1525833226	30799.164690715
"pyrimidine deoxyribonucleotides biosynthesis from CTP"	0.249793175358675	1	0.867539469664754	0.576168937010305	727.988523873226	936.115344922985	488.839739589616	432.125473952504	218.201245768463	326.733179274886	2594.45467222501	396.889146137102	285.09501727037	723.687370431927	185.416551858756	182.388385316194	0	283.092725778119	1037.39306653344	661.513855794149	74.7176760222447	876.321113409742	193.819561764943	0	274.999391971478	0	0	840.388520874359
"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"	0.37220738497041	0.640832680884436	0.702582914637644	1	4714.55083362697	1683.4182976647	6196.86141148685	1417.50379473605	6429.25214747016	1996.68902088029	6542.42833890486	6293.36474940812	5504.97145515679	2274.9138974983	3508.13679694114	4163.48976385259	4800.13374144607	5519.74653688797	8376.01381804826	7449.24290560615	5964.34788323027	5071.6835837024	5468.50185932396	8378.03051381531	5269.16068374518	5513.28774018193	4479.63899130736	9466.8930964472
"adenosine ribonucleotides de novo biosynthesis"	0.80543379654864	1	1	1	16583.2994391253	4947.11043690526	17516.529708533	2715.12478742536	18248.6746894327	5752.75990796612	18758.0061062428	21822.6690468131	21865.8177226332	12979.0928823466	10042.3496518055	14031.8612249103	16362.2913818391	16942.4835493087	21334.6426487718	17920.3173945421	19214.855446982	13324.5878297542	14662.1182786934	23491.2201294849	14965.3512854858	14658.6665223383	14229.9460024887	27484.745918105
"adenosine deoxyribonucleotides de novo biosynthesis II"	0.84896043973956	1	1	1	19849.9018165324	6150.43563241803	20669.6246820672	3786.87883209606	20036.3168429532	5282.26969306505	21445.1327401953	23709.6962542948	29016.558546209	15867.7322215474	11772.2809796543	17288.0101572934	18917.3913414962	18643.3460773362	25455.3396641947	20353.342575654	24867.5298005474	15780.7986331749	15198.2788506259	23492.4670248233	18818.6854417238	17821.3836880138	15879.1600030432	29007.9260494893
"guanosine ribonucleotides de novo biosynthesis"	0.853939665623534	1	1	1	15820.6077420059	4558.0424254163	16982.9991822091	2458.1734790426	17393.0812422454	5780.79044310371	17469.4587103158	20561.4784867665	20924.2090749006	12561.3796572537	9689.27197064344	13717.8485521555	15986.5763386085	16488.0453874689	20107.7777925133	17368.248302165	18891.302138978	13056.0451335206	13079.893641388	23093.9177812551	13943.8218186841	13966.961958177	13920.3838422641	26353.5084117039
"guanosine deoxyribonucleotides de novo biosynthesis II"	0.84896043973956	1	1	1	19849.9018165324	6150.43563241803	20669.6246820672	3786.87883209606	20036.3168429532	5282.26969306505	21445.1327401953	23709.6962542948	29016.558546209	15867.7322215474	11772.2809796543	17288.0101572934	18917.3913414962	18643.3460773362	25455.3396641947	20353.342575654	24867.5298005474	15780.7986331749	15198.2788506259	23492.4670248233	18818.6854417238	17821.3836880138	15879.1600030432	29007.9260494893
"superpathway of guanosine nucleotides de novo biosynthesis I"	0.750849754662436	1	1	1	11684.7289699698	3201.76383913155	12781.7303089197	2817.54517068606	15023.4400127659	7373.64421111408	10801.7438341579	13010.1210373536	16976.4130728516	9754.08879241391	7574.18936020101	11991.8177228407	11008.8745772312	11717.1165018389	14227.3041774296	12013.9033961391	17760.6261697607	9962.55703111897	10416.7918832777	23052.4007173676	8165.55093054533	11805.4120153694	11047.9770524865	25652.5074775487
"superpathway of adenosine nucleotides de novo biosynthesis I"	0.84896043973956	1	1	1	17682.5248599058	5223.28606467409	18655.2756428811	3005.88614716824	19119.7097741173	5882.26688337875	19794.4278320211	22554.9141774421	23916.307118226	13951.9052167907	10655.1807266142	15222.4140883408	17350.2124924906	17701.8845717102	22651.5529487071	18859.8703986895	21195.9058731839	14172.2275725052	14851.2798758958	24257.2758714196	16116.4610259808	15792.9827363889	15016.6005043802	28683.6586306384
"inosine-5′-phosphate biosynthesis III"	0.932230256390905	0.991170146546383	1	0.583097732409328	12463.4464531664	3735.65386449417	12202.3902339671	2689.25608889081	14561.7636488068	7098.39991510408	13898.2641682708	15510.299688478	17326.3587936338	9240.15397528974	7720.40676681377	11085.1953265125	9361.45863681586	11159.2329301564	14773.4451276956	11070.1995279457	16263.9884172123	10586.0167639768	11988.9524753567	21816.2247985657	7702.18743889012	11566.8255800015	9296.85386041694	24999.5377396099
"myo-, chiro- and scillo-inositol degradation"	0.277842255003143	1	1	1	713.25	523.780238802496	805.721666666667	352.987991207444	521.888333333333	196.126955864477	613	613.5	1764.33	377.5	482.5	428.67	737.83	488.5	1059.67	1386.67	495.33	666.33	286.5	629.5	673.5	432	340.33	769.5
"D-fructuronate degradation"	0.737791830067178	1	1	1	4752.23402249255	2657.33758289584	3920.07561683246	1694.53627854795	3509.27166401509	1577.76734653907	7307.60967543178	6263.5169527853	7793.62420066294	2661.28109718667	2621.52909982734	1865.8431090613	2560.95689968323	3223.86271870578	6916.92550618501	4361.82495040739	2255.71792116042	4201.16570485293	4676.61775079393	1894.96864395451	5201.90419571212	2861.44429461012	1626.88908277398	4793.80601624586
"TCA cycle VII (acetate-producers)"	0.0214483992558892	1	0.702582914637643	0.479244551012931	565.125185232981	491.715345712513	961.484770980975	616.539587861043	1621.7868809597	617.838417342452	9.98107014563905	669.745891542644	1464.73487498202	331.021486955294	421.727526257527	493.540261514758	963.252191608886	545.120600884976	1815.70170168473	1388.88031471516	996.501946197693	59.4518707944104	1823.9001438104	1030.96490226293	1850.88296603786	1638.48231175229	840.096973488685	2546.39398840603
"dTDP-N-acetylthomosamine biosynthesis"	0.296302534974907	0.136264205438633	1	0.250696949500726	2189.6582737767	1877.34787964557	836.579128299738	496.82133764162	1102.58888012143	934.798316808726	2283.0896161704	3364.87467378621	5254.41033903047	1067.12869379659	1045.03256444163	123.413755434917	413.426131197169	919.030482427521	1706.80159530617	735.736759800655	314.862617345926	929.617183720992	1844.63826382757	226.287764331306	2492.55938247761	1195.31528346348	111.4040276346	745.328558993988
"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"	0.346982985921552	0.479244551012931	0.9126931589997	1	3220.00426578372	1535.76420673463	4055.75495339619	1129.13203008839	3670.87532495778	1012.61036272431	2848.26298876772	3611.56830618402	6138.92522151722	2071.67254495957	2497.70238743228	2151.89414584152	3162.606423382	3757.85306608564	5765.85409633163	5155.53494206277	3098.05443624317	3394.62675627191	3200.79620444863	3603.69039308732	4238.92951102061	3354.49510191714	2324.0651055699	5303.27563370311
"superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"	0.14774304423285	0.390026848402681	0.640832680884436	1	1519.06352841322	1261.48195973211	2169.75066314023	807.259841294978	1661.34536821837	648.653393247841	173.49700929869	1434.83909016173	3928.05855987501	1148.37965208045	1296.13192073745	1133.47493832596	1760.51240241817	1660.16529050864	3316.88191215403	3073.62035318351	1434.27221428353	1773.05180629351	1211.86485087361	1579.3739660337	2724.20029330875	1557.59389171208	871.700100377053	2023.33910700504
"superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"	0.401607232419376	1	1	1	1004.01297557723	1133.78920188081	382.037612703532	518.842758549054	279.520073841893	185.077115621368	2232.75023467035	2666.8380119354	404.549727947277	290.42423264325	352.951432727876	76.5642135392051	524.559320191438	1375.33026894953	204.182561765234	93.9513802615157	52.3562641669517	41.8458808865223	496.100631928294	163.305891599814	494.862110521506	145.479106721136	66.1830545504483	311.189647730161
"1,4-dihydroxy-6-naphthoate biosynthesis II"	0.223783542288817	1	0.0916345499294257	0.11969362560421	746.471666666667	440.581999605824	952.806666666667	368.605684582681	1137.915	297.608273120893	1444	995	862.33	253.33	506.17	418	604	639	1394.5	1422.5	749.17	907.67	1151.33	1115.33	1366.33	1055.17	637.33	1502
"superpathway of demethylmenaquinol-6 biosynthesis II"	0.025353333937448	1	1	0.802179929977531	351.887306905829	267.360575144692	590.551634869244	431.293170937783	994.979621684551	296.620495294888	0	543.26409495549	760.242687588643	188.785611059844	311.929407014673	307.102040816327	498.442902208202	264.699029126214	1119.8950520462	1019.40822630467	640.864599530182	0	1053.6968346621	820.817071260138	1158.76726872704	966.538311624747	550.112486374929	1419.94575745835
"1,4-dihydroxy-6-naphthoate biosynthesis I"	0.342948345764196	0.432876166320316	0.223058716105691	1	505.76657261402	368.532628996359	700.48603466316	283.09335485359	550.535462306564	176.517891485342	1226.82396876591	482.252316464718	422.453971915747	181.491638440331	408.077540097407	313.5	372.975508077123	573.993506493507	910.250027265787	1060.48445847499	422.2137263953	862.998981272256	518.684991840033	760.070063333907	768.882489910681	473.480978755822	334.532740977615	447.561509021323
"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)"	0.0728113782801222	1	1	1	1342.58924480444	862.704549094108	1274.23171849039	526.859785363692	497.76275685762	441.998815516527	1989.38612293655	1788.7553447392	2513.74139655635	518.831155236801	531.866949453451	712.954499904296	1129.94499753185	1097.0882759554	2298.73839697103	1319.0274687289	947.362846534844	853.228325220328	14.9409624860983	0	1006.65153179696	979.628332603437	444.11765430452	541.238059954703
"taxadiene biosynthesis (engineered)"	0.926794526901683	0.197962116588441	0.0331163269473501	1	7602.62191411965	3622.86643896088	6900.64076224499	2245.72701469839	6596.39607673433	2025.6567019168	10416.5583995083	11217.3363038026	11053.4517091878	4436.0618655058	4541.48097158462	3950.84223512875	5127.48366911101	6585.14719035257	10782.8330716761	7907.06026191016	4508.53159193479	6492.78878848534	7815.14017737419	5392.27512749171	7868.48049170137	6117.44644355368	3416.96734679685	8968.06687348819
"L-arginine biosynthesis IV (archaebacteria)"	0.796068393426591	0.432876166320316	0.0694227939262312	1	8011.87245410467	3828.58714074927	6570.9976005253	2166.04714338547	6377.01349974454	2377.96761443127	11630.7130551097	11369.6724882199	11511.4560165072	4762.93456715081	4403.37205951781	4393.08653812257	4761.39116318549	5456.65574008817	10708.3426449726	6977.90398341128	5344.62496480871	6177.06710668548	8492.4821001102	3825.61942404854	7326.88737049182	6601.54757938352	3173.74009571247	8841.80442872068
"aromatic biogenic amine degradation (bacteria)"	0.537551735829133	1	1	1	10.103293011564	20.2931699250009	39.4862140354014	79.7656904466731	4.5913283840974	6.33551504615463	9.88752153250078	0	0	50.7322365368831	0	0	0	15.88735203038	201.79155168754	7.32817232479549	0	11.9102081696929	15.9826573775245	0	0	7.34021289689301	0	4.2251000301669
"mannan degradation"	0.0319224918348958	0.175239940393165	0.197962116588441	1	480.137728845537	586.779500368679	1025.55825727701	430.839497946924	552.740238411297	167.567347300779	15.9034046845862	0	1593.66220894711	380.609097434767	553.11894570868	337.532716298082	752.28065090432	987.460670638712	1723.03587378392	1318.71036363804	529.606414073591	842.255570623466	423.224779248996	827.885247137124	455.704118060843	449.763255361667	465.005960268675	694.858070390479
"6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)"	0.240051790590006	1	1	1	7192.07046491904	3195.3468773856	6797.89656194675	2077.03094984526	4790.27273468729	1295.04431555539	8179.84327045802	8368.66179574625	12560.9073979245	4464.05493852158	4126.24195771054	5452.71342915334	5649.45214620563	5349.62771765097	10234.6854008857	8176.07368486714	6684.42787848523	4693.11254358582	5077.7475909425	3242.61062324118	5935.72164423629	5340.35129221666	3123.74119330654	6021.46406418054
"methylerythritol phosphate pathway II"	0.89483931681437	0.0331163269473501	0.0386047165789557	1	6936.79909626453	3530.54495268798	6135.63808017392	2152.15537022191	5812.13225617696	1927.35344959911	10211.1981775945	10194.0776690624	10054.3640595185	3773.67205648228	4034.88178969357	3352.60082523599	4456.82214504251	5834.14517604503	9828.76708933409	7070.52352263713	3755.57563597437	5867.99491201037	7440.00352205267	4451.65798750572	7239.30897680492	5369.57614504922	2834.9388410513	7537.30806459796
"gondoate biosynthesis (anaerobic)"	0.834196285742519	1	1	1	15151.4454739358	5063.80950210166	15147.7199339002	3181.97350450003	17086.032985759	6943.81585070088	18233.0325543774	19182.8996281987	21337.67558726	10455.1439168349	9248.11853045781	12451.8026264859	11717.1049528051	13629.177826115	19369.9579418111	14380.8233936184	18811.6914206373	12977.5640684141	14487.8688139955	23825.9184067262	12354.4689294585	13485.5510052935	10673.0874680282	27689.303291052
"oleate biosynthesis IV (anaerobic)"	0.112896190605894	1	1	1	295.965854459673	621.201445318039	167.24841097798	136.361195614111	153.610246360345	56.176396065736	15.1824775577124	39.9431606444554	1560.89717044199	0	124.838150913611	34.9341672002733	104.363059182601	171.196956344021	128.907168547204	431.930685882184	41.9357530345893	125.156842877281	132.165314597207	236.367812836828	173.336178752542	178.047926999273	131.866520404176	69.877724572044
"superpathway of purine nucleotides de novo biosynthesis I"	0.884434326401331	0.314272469549192	1	0.76843489981058	12222.0347517821	3478.11571533362	12708.9586714772	2597.38462118753	15254.2233300758	7099.71908138129	12721.8275084232	14706.0618439853	17354.9923949394	9515.88533769347	7819.91277801198	11213.5286476391	10200.6326842043	11719.2834618465	15215.5577951585	11978.7431554406	16583.2903749626	10556.2445572509	11750.5148955689	22636.3880261455	9067.49088301518	11939.692081449	10313.5960458953	25817.6580483808
"mevalonate pathway I"	0.0823253644805759	1	1	1	8477.39109751219	2156.73946472086	9617.92899502456	1778.32096889313	6506.63949176948	2307.2569405109	7535.06019766802	10428.867321215	11251.6890290245	7938.53221878061	5225.58719944684	8484.61061893824	10611.5172582736	9766.111973633	10291.4444090247	9853.89190603451	11061.0931463677	6123.51527681382	5470.12208602191	2320.99546703242	7012.54009180901	7623.02131729731	8450.42003658505	8162.73795187119
"superpathway of L-alanine biosynthesis"	0.65252842024987	1	1	1	130.227859967033	86.9783150934857	193.831017738326	173.524984464807	115.938377991268	145.348128600179	176.844344077846	273.529992395888	36.9354366272891	95.4041770765368	58.7581537076463	139.895055916993	8.99506907586683	157.889308555693	432.683948884722	218.071859403405	4.49924221950189	340.846678290765	59.1173802606811	0	146.323470381229	393.070632179674	15.73665914737	81.3821259786554
"ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"	0.0260139380171156	1	0.9126931589997	1	348.31879914814	245.931101996112	497.630592605235	334.875708919743	1003.82655901997	429.598686868859	127.72857681448	422.050737122876	809.900511156231	281.24384824979	217.694565862791	231.294555682675	431.921032320846	205.505256515781	1031.97725146486	690.48715518245	513.092949505005	112.799910642473	1168.95639424594	577.035988434	1264.5339851006	1004.11069629335	436.099335652181	1572.22295439376
"anhydromuropeptides recycling"	0.0313673321792064	1	1	1	1684.48737008195	758.879774969134	3460.34674446264	1147.87508217271	1613.60987648294	1139.59873353447	977.372930116198	2102.94320687465	800.672135432684	1658.23338861289	1690.52016946146	2877.18238999382	2840.31990568035	4177.07816157419	5252.45477415557	3740.24425396876	2531.39957389524	2220.58379750174	738.611156973107	3178.24659514839	687.679874404897	494.094621871473	1937.99680622422	2645.03020427552
"purine ribonucleosides degradation"	0.884434326401331	1	1	1	10774.2444040011	3623.097576752	9780.62247911022	2320.02165251403	12386.8447435599	6173.59554806282	13967.694838708	14049.959316856	13944.4335160127	7593.35267456884	6188.23288623391	8901.79319162723	7289.00979129149	9161.95698932466	12197.3466050985	8021.31949100986	13053.7147760216	8960.38722191525	10774.7124770376	18998.1216526724	6918.28513054361	8992.3466487699	7413.52128556819	21224.0812667679
"superpathway of purine deoxyribonucleosides degradation"	0.982609137827942	1	1	1	11337.5131424759	3536.25348498348	10846.6219275514	2069.42880609905	12631.772119294	5814.56792479755	14371.7886797606	14633.5117030162	14281.5144989119	8455.76529290038	6552.03730905004	9730.46137121651	9169.71471387754	10405.7036194665	13036.4374246099	9425.93390160212	13832.1515565656	9209.79034918677	10068.7717256493	18801.6298688888	7495.6559823352	9399.2957741844	8838.32870489634	21186.95065981
"superpathway of pyrimidine deoxyribonucleosides degradation"	0.959890875328063	1	0.9126931589997	1	10670.3346975008	3071.10307749367	10263.5622133569	2310.02620017285	12263.7014365529	5909.28644829002	13374.379698753	13470.8729982214	12968.9746654085	8306.25564709397	6170.49069257456	9731.03448295319	8126.08329453809	9693.59351429057	12455.8877564984	8646.13943546253	13788.6151582761	8871.05412107547	9766.10192451452	18530.5911814487	7235.59016257332	9101.72393650373	7992.02207920775	20956.1793350695
